Total duration (ms),Start date,Start station,End date,End station,Bike number,Subscription Type
1318240,01/01/2015 14:09,M St & Pennsylvania Ave NW,01/01/2015 14:31,6th & Water St SW / SW Waterfront,W21370,Registered
891798,01/01/2015 14:09,1st & K St SE,01/01/2015 14:24,5th & K St NW,W21694,Registered
1611399,01/01/2015 14:10,15th & L St NW,01/01/2015 14:36,Lincoln Memorial,W00130,Casual
451529,01/01/2015 14:09,3rd & Elm St NW,01/01/2015 14:17,14th & V St NW,W20733,Registered
914370,01/01/2015 14:09,3rd & Elm St NW,01/01/2015 14:24,Metro Center / 12th & G St NW,W20457,Registered
1567564,01/01/2015 14:10,15th & L St NW,01/01/2015 14:36,Lincoln Memorial,W01297,Casual
1901482,01/01/2015 14:12,Columbia Rd & Belmont St NW,01/01/2015 14:43,Lincoln Memorial,W00161,Casual
960610,01/01/2015 14:11,17th & G St NW,01/01/2015 14:27,Lincoln Memorial,W00044,Casual
1845601,01/01/2015 14:12,Columbia Rd & Belmont St NW,01/01/2015 14:43,Lincoln Memorial,W20414,Casual
932899,01/01/2015 14:11,17th & G St NW,01/01/2015 14:27,Lincoln Memorial,W21025,Casual
681860,01/01/2015 14:11,Van Ness Metro / UDC,01/01/2015 14:22,McKinley St & Connecticut Ave NW,W21750,Registered
1109167,01/01/2015 14:13,Lincoln Memorial,01/01/2015 14:32,Jefferson Dr & 14th St SW,W00212,Casual
303049,01/01/2015 14:11,Henry St & Pendleton St,01/01/2015 14:16,Commerce St & Fayette St,W01445,Registered
395321,01/01/2015 14:11,Adams Mill & Columbia Rd NW,01/01/2015 14:18,Park Rd & Holmead Pl NW,W00582,Registered
306382,01/01/2015 14:12,Lincoln Park / 13th & East Capitol St NE ,01/01/2015 14:17,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W00957,Registered
10067878,01/01/2015 14:12,Prince St & Union St,01/01/2015 16:59,Prince St & Union St,W21448,Registered
1138055,01/01/2015 14:13,Lincoln Memorial,01/01/2015 14:32,Jefferson Dr & 14th St SW,W20587,Casual
1810605,01/01/2015 14:13,Columbia Rd & Belmont St NW,01/01/2015 14:43,Lincoln Memorial,W21012,Casual
570390,01/01/2015 14:13,Thomas Circle,01/01/2015 14:23,20th St & Florida Ave NW,W20039,Registered
1359802,01/01/2015 14:14,Lincoln Memorial,01/01/2015 14:37,Lincoln Memorial,W01405,Registered
525269,01/01/2015 14:15,Wisconsin Ave & O St NW,01/01/2015 14:23,Massachusetts Ave & Dupont Circle NW,W20184,Registered
2369627,01/01/2015 14:15,5th & K St NW,01/01/2015 14:54,14th & D St NW / Ronald Reagan Building,W21125,Registered
130960,01/01/2015 14:15,17th & Corcoran St NW,01/01/2015 14:17,15th & P St NW,W20047,Registered
456872,01/01/2015 14:15,1st & K St SE,01/01/2015 14:23,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W20273,Registered
258396,01/01/2015 14:15,20th St & Florida Ave NW,01/01/2015 14:19,17th & Corcoran St NW,W20518,Registered
863841,01/01/2015 14:15,3rd & D St SE,01/01/2015 14:30,7th & F St NW / National Portrait Gallery,W21315,Registered
210516,01/01/2015 14:15,14th & Harvard St NW,01/01/2015 14:19,14th & V St NW,W20421,Registered
1170816,01/01/2015 14:16,11th & F St NW,01/01/2015 14:35,13th & D St NE,W20265,Registered
1025097,01/01/2015 14:16,19th & East Capitol St SE,01/01/2015 14:33,L'Enfant Plaza / 7th & C St SW,W20353,Registered
456122,01/01/2015 14:16,Thomas Circle,01/01/2015 14:23,14th & Belmont St NW,W20820,Registered
1019467,01/01/2015 14:16,19th & East Capitol St SE,01/01/2015 14:33,L'Enfant Plaza / 7th & C St SW,W20774,Registered
528706,01/01/2015 14:16,16th & Harvard St NW,01/01/2015 14:25,Park Rd & Holmead Pl NW,W01243,Registered
442439,01/01/2015 14:16,4th & M St SW,01/01/2015 14:23,Jefferson Memorial,W20549,Registered
4010,01/01/2015 14:16,Lincoln Memorial,01/01/2015 14:16,Lincoln Memorial,W20943,Registered
644655,01/01/2015 14:16,20th & E St NW,01/01/2015 14:27,Thomas Circle,W01102,Registered
1166680,01/01/2015 14:16,Lincoln Memorial,01/01/2015 14:36,Lincoln Memorial,W00472,Registered
719124,01/01/2015 14:16,Lincoln Memorial,01/01/2015 14:28,Smithsonian / Jefferson Dr & 12th St SW,W20943,Registered
384843,01/01/2015 14:17,7th & T St NW,01/01/2015 14:24,14th & V St NW,W00715,Registered
1472815,01/01/2015 14:17,17th & Corcoran St NW,01/01/2015 14:42,Van Ness Metro / UDC,W21364,Registered
1470078,01/01/2015 14:17,17th & Corcoran St NW,01/01/2015 14:42,Van Ness Metro / UDC,W20704,Registered
3211366,01/01/2015 14:18,22nd & I St NW / Foggy Bottom,01/01/2015 15:12,Jefferson Dr & 14th St SW,W21514,Casual
513096,01/01/2015 14:18,Metro Center / 12th & G St NW,01/01/2015 14:26,7th & R St NW / Shaw Library,W01261,Registered
1342690,01/01/2015 14:20,17th & Rhode Island Ave NW,01/01/2015 14:42,14th St & Spring Rd NW,W20818,Casual
3192049,01/01/2015 14:18,22nd & I St NW / Foggy Bottom,01/01/2015 15:12,Jefferson Dr & 14th St SW,W20710,Casual
1842568,01/01/2015 14:18,14th & Harvard St NW,01/01/2015 14:49,19th & East Capitol St SE,W21773,Registered
265896,01/01/2015 14:18,17th & Corcoran St NW,01/01/2015 14:23,14th & R St NW,W00712,Registered
1672208,01/01/2015 14:19,N Veitch & Key Blvd,01/01/2015 14:46,Columbia Pike & S Dinwiddie St / Arlington Mill Community Center,W21386,Registered
422666,01/01/2015 14:19,1st & H St NW,01/01/2015 14:26,New Jersey Ave & N St NW/Dunbar HS,W00650,Registered
361883,01/01/2015 14:19,New Hampshire Ave & T St NW,01/01/2015 14:25,7th & T St NW,W00849,Registered
3079086,01/01/2015 14:20,22nd & I St NW / Foggy Bottom,01/01/2015 15:11,Jefferson Dr & 14th St SW,W00671,Casual
3050675,01/01/2015 14:21,22nd & I St NW / Foggy Bottom,01/01/2015 15:12,Jefferson Dr & 14th St SW,W21083,Casual
1154231,01/01/2015 14:21,Iwo Jima Memorial/N Meade & 14th St N,01/01/2015 14:40,Lincoln Memorial,W00916,Casual
596486,01/01/2015 14:21,Columbia Rd & Georgia Ave NW,01/01/2015 14:31,Columbia Rd & Georgia Ave NW,W01143,Registered
822969,01/01/2015 14:21,Columbia Pike & S Courthouse Rd,01/01/2015 14:35,Fairfax Dr & Kenmore St,W20534,Registered
1068164,01/01/2015 14:22,Iwo Jima Memorial/N Meade & 14th St N,01/01/2015 14:40,Lincoln Memorial,W21783,Casual
721021,01/01/2015 14:22,Eckington Pl & Q St NE,01/01/2015 14:34,14th & Rhode Island Ave NW,W21661,Registered
562899,01/01/2015 14:22,Columbia Rd & Georgia Ave NW,01/01/2015 14:31,Columbia Rd & Georgia Ave NW,W00149,Registered
1225418,01/01/2015 14:24,19th St & Constitution Ave NW,01/01/2015 14:44,Lincoln Memorial,W21301,Casual
469356,01/01/2015 14:22,Park Rd & Holmead Pl NW,01/01/2015 14:30,7th & R St NW / Shaw Library,W01391,Registered
1187685,01/01/2015 14:24,19th St & Constitution Ave NW,01/01/2015 14:44,Lincoln Memorial,W20014,Casual
321714,01/01/2015 14:23,California St & Florida Ave NW,01/01/2015 14:28,10th & Florida Ave NW,W00783,Registered
5159690,01/01/2015 14:24,Market Square / King St & Royal St,01/01/2015 15:50,Market Square / King St & Royal St,W00174,Casual
62511,01/01/2015 14:23,1st & M St NE,01/01/2015 14:24,M St & Delaware Ave NE,W00965,Registered
5150419,01/01/2015 14:24,Market Square / King St & Royal St,01/01/2015 15:50,Market Square / King St & Royal St,W01124,Casual
473165,01/01/2015 14:23,Columbia Rd & Georgia Ave NW,01/01/2015 14:31,Convention Center / 7th & M St NW,W00559,Registered
9884,01/01/2015 14:24,Constitution Ave & 2nd St NW/DOL,01/01/2015 14:24,Constitution Ave & 2nd St NW/DOL,W21034,Registered
1139414,01/01/2015 14:24,19th St & Constitution Ave NW,01/01/2015 14:43,Lincoln Memorial,W00787,Registered
537638,01/01/2015 14:25,17th & G St NW,01/01/2015 14:34,13th St & New York Ave NW,W20147,Casual
1222301,01/01/2015 14:24,19th St & Constitution Ave NW,01/01/2015 14:44,Lincoln Memorial,W20821,Registered
218537,01/01/2015 14:24,8th & F St NE,01/01/2015 14:28,Columbus Circle / Union Station,W00008,Registered
5980604,01/01/2015 14:26,21st St & Constitution Ave NW,01/01/2015 16:06,C & O Canal & Wisconsin Ave NW,W00216,Casual
1071289,01/01/2015 14:28,Lincoln Memorial,01/01/2015 14:46,Jefferson Dr & 14th St SW,W00743,Casual
846530,01/01/2015 14:24,5th St & Massachusetts Ave NW,01/01/2015 14:38,4th & M St SW,W00782,Registered
948905,01/01/2015 14:25,Jefferson Memorial,01/01/2015 14:41,Lynn & 19th St North,W20549,Registered
5906954,01/01/2015 14:27,21st St & Constitution Ave NW,01/01/2015 16:05,C & O Canal & Wisconsin Ave NW,W00319,Casual
1271429,01/01/2015 14:26,14th & D St SE,01/01/2015 14:47,1st & N St  SE,W00204,Registered
795631,01/01/2015 14:26,7th & R St NW / Shaw Library,01/01/2015 14:40,New York Ave & 15th St NW,W01285,Registered
4919958,01/01/2015 14:28,Market Square / King St & Royal St,01/01/2015 15:50,Market Square / King St & Royal St,W20392,Casual
197986,01/01/2015 14:26,19th & L St NW,01/01/2015 14:30,21st & M St NW,W21216,Registered
338388,01/01/2015 14:26,Eastern Market Metro / Pennsylvania Ave & 7th St SE,01/01/2015 14:32,M St & New Jersey Ave SE,W01279,Registered
560053,01/01/2015 14:27,14th & Rhode Island Ave NW,01/01/2015 14:36,7th & F St NW / National Portrait Gallery,W01140,Registered
1127365,01/01/2015 14:27,14th & V St NW,01/01/2015 14:46,6th & H St NE,W01076,Registered
529619,01/01/2015 14:28,Jefferson Dr & 14th St SW,01/01/2015 14:36,Metro Center / 12th & G St NW,W00675,Casual
801291,01/01/2015 14:27,Eckington Pl & Q St NE,01/01/2015 14:40,New Hampshire Ave & T St NW,W20615,Registered
5156514,01/01/2015 14:30,Lynn & 19th St North,01/01/2015 15:55,Crystal City Metro / 18th & Bell St,W01070,Casual
3083936,01/01/2015 14:28,17th & Corcoran St NW,01/01/2015 15:19,17th & Corcoran St NW,W21174,Casual
627852,01/01/2015 14:29,Lincoln Memorial,01/01/2015 14:39,Jefferson Dr & 14th St SW,W21452,Casual
5073180,01/01/2015 14:31,Lynn & 19th St North,01/01/2015 15:55,Crystal City Metro / 18th & Bell St,W00592,Casual
197641,01/01/2015 14:28,8th & F St NE,01/01/2015 14:32,15th & F St NE,W01293,Registered
438012,01/01/2015 14:30,1st & K St SE,01/01/2015 14:37,4th & M St SW,W20904,Registered
341580,01/01/2015 14:30,14th St & Spring Rd NW,01/01/2015 14:36,14th & Harvard St NW,W00206,Registered
511369,01/01/2015 14:30,4th & East Capitol St NE,01/01/2015 14:39,15th & F St NE,W01497,Registered
218127,01/01/2015 14:32,14th & Harvard St NW,01/01/2015 14:35,14th & V St NW,W20668,Registered
1228278,01/01/2015 14:33,14th & Belmont St NW,01/01/2015 14:53,Harvard St & Adams Mill Rd NW,W01252,Casual
1277315,01/01/2015 14:33,14th & Harvard St NW,01/01/2015 14:54,5th & K St NW,W21435,Casual
361018,01/01/2015 14:33,14th & G St NW,01/01/2015 14:39,5th St & Massachusetts Ave NW,W01404,Registered
1482444,01/01/2015 14:33,Calvert St & Woodley Pl NW,01/01/2015 14:57,Maryland & Independence Ave SW,W20616,Registered
1260508,01/01/2015 14:33,14th & Harvard St NW,01/01/2015 14:54,5th & K St NW,W20468,Casual
1211424,01/01/2015 14:33,14th & Belmont St NW,01/01/2015 14:53,Harvard St & Adams Mill Rd NW,W00136,Registered
744442,01/01/2015 14:33,Eastern Market Metro / Pennsylvania Ave & 7th St SE,01/01/2015 14:45,1st & K St SE,W01397,Registered
1436090,01/01/2015 14:33,Calvert St & Woodley Pl NW,01/01/2015 14:57,Maryland & Independence Ave SW,W00839,Registered
1227706,01/01/2015 14:34,14th & Harvard St NW,01/01/2015 14:54,5th & K St NW,W00656,Casual
408955,01/01/2015 14:34,3rd & Elm St NW,01/01/2015 14:41,14th & V St NW,W20669,Registered
604292,01/01/2015 14:34,New Hampshire Ave & T St NW,01/01/2015 14:44,17th & Corcoran St NW,W00557,Registered
5265371,01/01/2015 14:35,Adams Mill & Columbia Rd NW,01/01/2015 16:02,34th St & Wisconsin Ave NW,W00258,Casual
814548,01/01/2015 14:35,13th St & New York Ave NW,01/01/2015 14:48,New Jersey Ave & R St NW,W20314,Casual
1270829,01/01/2015 14:35,26th & S Clark St,01/01/2015 14:56,Lincoln Memorial,W21540,Casual
451181,01/01/2015 14:35,13th St & New York Ave NW,01/01/2015 14:42,Convention Center / 7th & M St NW,W21199,Registered
644937,01/01/2015 14:35,Adams Mill & Columbia Rd NW,01/01/2015 14:46,Thomas Circle,W01029,Registered
5896128,01/01/2015 14:36,20th & O St NW / Dupont South,01/01/2015 16:14,22nd & I St NW / Foggy Bottom,W20997,Registered
262088,01/01/2015 14:36,Georgia & New Hampshire Ave NW,01/01/2015 14:41,Park Rd & Holmead Pl NW,W21179,Registered
3861154,01/01/2015 14:37,Jefferson Dr & 14th St SW,01/01/2015 15:41,14th & D St NW / Ronald Reagan Building,W21475,Casual
209001,01/01/2015 14:37,17th St & Massachusetts Ave NW,01/01/2015 14:40,Massachusetts Ave & Dupont Circle NW,W00555,Registered
402506,01/01/2015 14:38,Columbia Pike & S Courthouse Rd,01/01/2015 14:44,S Joyce & Army Navy Dr,W21391,Registered
3788840,01/01/2015 14:38,Jefferson Dr & 14th St SW,01/01/2015 15:42,14th & D St NW / Ronald Reagan Building,W00404,Casual
320396,01/01/2015 14:38,5th & K St NW,01/01/2015 14:43,11th & F St NW,W21694,Registered
608243,01/01/2015 14:38,14th St & Spring Rd NW,01/01/2015 14:48,Calvert St & Woodley Pl NW,W00054,Registered
7033789,01/01/2015 14:39,Monroe Ave & Leslie Ave,01/01/2015 16:37,Monroe Ave & Leslie Ave,W01235,Casual
2316601,01/01/2015 14:39,Jefferson Dr & 14th St SW,01/01/2015 15:17,Lincoln Memorial,W00689,Registered
2313815,01/01/2015 14:39,Jefferson Dr & 14th St SW,01/01/2015 15:18,Lincoln Memorial,W20378,Casual
4045513,01/01/2015 14:39,34th & Water St NW,01/01/2015 15:47,34th & Water St NW,W20698,Registered
1335469,01/01/2015 14:40,5th & F St NW,01/01/2015 15:02,10th & E St NW,W21490,Casual
6992337,01/01/2015 14:40,Monroe Ave & Leslie Ave,01/01/2015 16:36,Monroe Ave & Leslie Ave,W20888,Casual
3846667,01/01/2015 14:43,C & O Canal & Wisconsin Ave NW,01/01/2015 15:47,14th & D St NW / Ronald Reagan Building,W00275,Casual
7710819,01/01/2015 14:40,18th St & Pennsylvania Ave NW,01/01/2015 16:49,Georgetown Harbor / 30th St NW,W21803,Casual
2253681,01/01/2015 14:40,Jefferson Dr & 14th St SW,01/01/2015 15:17,Lincoln Memorial,W00212,Casual
3856371,01/01/2015 14:43,C & O Canal & Wisconsin Ave NW,01/01/2015 15:47,14th & D St NW / Ronald Reagan Building,W01226,Casual
2225763,01/01/2015 14:40,Jefferson Dr & 14th St SW,01/01/2015 15:17,Lincoln Memorial,W21307,Casual
7658201,01/01/2015 14:41,18th St & Pennsylvania Ave NW,01/01/2015 16:49,Georgetown Harbor / 30th St NW,W21178,Casual
179511,01/01/2015 14:41,Connecticut & Nebraska Ave NW,01/01/2015 14:44,Van Ness Metro / UDC,W21631,Registered
463528,01/01/2015 14:41,5th & K St NW,01/01/2015 14:48,3rd & H St NE,W21110,Registered
529921,01/01/2015 14:41,18th St & Wyoming Ave NW,01/01/2015 14:50,M St & Pennsylvania Ave NW,W20163,Registered
3806311,01/01/2015 14:44,C & O Canal & Wisconsin Ave NW,01/01/2015 15:47,14th & D St NW / Ronald Reagan Building,W20918,Casual
255162,01/01/2015 14:42,14th & R St NW,01/01/2015 14:46,7th & T St NW,W21290,Registered
294437,01/01/2015 14:42,Columbus Circle / Union Station,01/01/2015 14:47,8th & F St NE,W21577,Registered
532520,01/01/2015 14:42,Virginia Square Metro / N Monroe St & 9th St N,01/01/2015 14:51,Clarendon Blvd & Pierce St,W21555,Registered
583898,01/01/2015 14:42,17th St & Massachusetts Ave NW,01/01/2015 14:52,17th & Corcoran St NW,W21226,Registered
669214,01/01/2015 14:43,New Hampshire Ave & T St NW,01/01/2015 14:54,Convention Center / 7th & M St NW,W21185,Registered
1455602,01/01/2015 14:44,N Quincy St & Glebe Rd,01/01/2015 15:08,C & O Canal & Wisconsin Ave NW,W20852,Registered
1451941,01/01/2015 14:44,N Quincy St & Glebe Rd,01/01/2015 15:08,C & O Canal & Wisconsin Ave NW,W21480,Registered
220139,01/01/2015 14:44,17th & Corcoran St NW,01/01/2015 14:48,14th & Rhode Island Ave NW,W00617,Registered
350236,01/01/2015 14:44,Fairfax Dr & Wilson Blvd,01/01/2015 14:50,N Adams St & Lee Hwy,W00739,Registered
379226,01/01/2015 14:44,16th & Harvard St NW,01/01/2015 14:51,17th & Corcoran St NW,W21103,Registered
339832,01/01/2015 14:45,16th & Harvard St NW,01/01/2015 14:51,17th & Corcoran St NW,W20000,Registered
401257,01/01/2015 14:45,Carroll & Ethan Allen Ave,01/01/2015 14:51,Carroll & Ethan Allen Ave,W00932,Registered
983574,01/01/2015 14:46,Lincoln Memorial,01/01/2015 15:02,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W00130,Casual
228077,01/01/2015 14:45,Eastern Market / 7th & North Carolina Ave SE,01/01/2015 14:49,4th & East Capitol St NE,W00760,Registered
940941,01/01/2015 14:46,Lincoln Memorial,01/01/2015 15:02,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W00787,Casual
2312092,01/01/2015 14:48,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,01/01/2015 15:26,10th St & Constitution Ave NW,W00049,Casual
561613,01/01/2015 14:46,Lamont & Mt Pleasant NW,01/01/2015 14:55,Calvert St & Woodley Pl NW,W20968,Registered
946431,01/01/2015 14:46,Lincoln Memorial,01/01/2015 15:02,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W00844,Registered
960483,01/01/2015 14:46,Lincoln Memorial,01/01/2015 15:02,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W01262,Registered
2137905,01/01/2015 14:49,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,01/01/2015 15:25,10th St & Constitution Ave NW,W00757,Casual
1135868,01/01/2015 14:46,Jefferson Dr & 14th St SW,01/01/2015 15:05,New Hampshire Ave & T St NW,W21407,Registered
1250721,01/01/2015 14:47,13th St & New York Ave NW,01/01/2015 15:08,14th & G St NW,W21329,Casual
529016,01/01/2015 14:47,Lamont & Mt Pleasant NW,01/01/2015 14:55,Calvert St & Woodley Pl NW,W21029,Registered
291466,01/01/2015 14:47,Thomas Circle,01/01/2015 14:52,19th & L St NW,W21043,Registered
186394,01/01/2015 14:47,Metro Center / 12th & G St NW,01/01/2015 14:50,8th & H St NW,W21491,Registered
730771,01/01/2015 14:48,Arlington Blvd & N Queen St,01/01/2015 15:00,Georgetown Harbor / 30th St NW,W00267,Registered
731549,01/01/2015 14:48,15th & P St NW,01/01/2015 15:00,1st & Rhode Island Ave NW,W00120,Casual
1769697,01/01/2015 14:48,1st & N St  SE,01/01/2015 15:17,Hains Point/Buckeye & Ohio Dr SW,W00204,Registered
698762,01/01/2015 14:48,Arlington Blvd & N Queen St,01/01/2015 15:00,Georgetown Harbor / 30th St NW,W21814,Registered
746891,01/01/2015 14:50,5th & F St NW,01/01/2015 15:02,10th & E St NW,W20980,Casual
398651,01/01/2015 14:49,14th & Rhode Island Ave NW,01/01/2015 14:55,New Hampshire Ave & T St NW,W21374,Registered
502640,01/01/2015 14:49,4th & East Capitol St NE,01/01/2015 14:57,1st & M St NE,W21019,Registered
499879,01/01/2015 14:49,Thomas Circle,01/01/2015 14:57,10th & E St NW,W01029,Registered
494869,01/01/2015 14:49,Lamont & Mt Pleasant NW,01/01/2015 14:57,Georgia & New Hampshire Ave NW,W20791,Registered
1492038,01/01/2015 14:50,Columbus Circle / Union Station,01/01/2015 15:14,11th & M St NW,W20405,Registered
302902,01/01/2015 14:51,Jefferson Dr & 14th St SW,01/01/2015 14:56,Independence Ave & L'Enfant Plaza SW/DOE,W20467,Casual
554695,01/01/2015 14:51,14th & R St NW,01/01/2015 15:00,3rd & Elm St NW,W00673,Registered
1526871,01/01/2015 14:51,14th & V St NW,01/01/2015 15:16,Jefferson Dr & 14th St SW,W00735,Registered
2133587,01/01/2015 14:51,14th & V St NW,01/01/2015 15:27,Georgetown Harbor / 30th St NW,W20800,Registered
1511944,01/01/2015 14:51,14th & V St NW,01/01/2015 15:16,Jefferson Dr & 14th St SW,W00895,Registered
264892,01/01/2015 14:51,Jefferson Dr & 14th St SW,01/01/2015 14:56,Independence Ave & L'Enfant Plaza SW/DOE,W01270,Casual
420045,01/01/2015 14:52,4th & East Capitol St NE,01/01/2015 14:59,1st & H St NW,W20065,Registered
8470583,01/01/2015 14:52,Saint Asaph St & Pendleton  St,01/01/2015 17:14,Saint Asaph St & Pendleton  St,W00683,Casual
669110,01/01/2015 14:53,New Hampshire Ave & T St NW,01/01/2015 15:04,Florida Ave & R St NW,W21620,Registered
408828,01/01/2015 14:55,5th & F St NW,01/01/2015 15:02,10th & E St NW,W21397,Casual
1267471,01/01/2015 14:55,15th & P St NW,01/01/2015 15:16,Maryland & Independence Ave SW,W00779,Registered
661243,01/01/2015 14:55,12th & U St NW,01/01/2015 15:06,3rd & Elm St NW,W00016,Registered
1243991,01/01/2015 14:55,15th & P St NW,01/01/2015 15:16,Maryland & Independence Ave SW,W20047,Registered
1163993,01/01/2015 14:55,15th & K St NW,01/01/2015 15:15,7th & F St NW / National Portrait Gallery,W21733,Registered
569879,01/01/2015 14:56,16th & Harvard St NW,01/01/2015 15:05,14th St & Spring Rd NW,W01015,Registered
797632,01/01/2015 14:56,15th St & Massachusetts Ave SE,01/01/2015 15:09,1st & H St NW,W00930,Registered
536735,01/01/2015 14:56,16th & Harvard St NW,01/01/2015 15:05,14th St & Spring Rd NW,W20812,Registered
612196,01/01/2015 14:57,Metro Center / 12th & G St NW,01/01/2015 15:07,8th & H St NW,W01080,Casual
293090,01/01/2015 14:57,Glebe Rd & 11th St N,01/01/2015 15:02,Wilson Blvd & N Oakland St,W01387,Registered
1379388,01/01/2015 14:59,Jefferson Dr & 14th St SW,01/01/2015 15:22,Constitution Ave & 2nd St NW/DOL,W21279,Casual
1381905,01/01/2015 14:58,Jefferson Dr & 14th St SW,01/01/2015 15:21,Constitution Ave & 2nd St NW/DOL,W20850,Casual
