Total duration (ms),Start date,Start station,End date,End station,Bike number,Subscription Type
910361,01/01/2015 17:55,Jefferson Dr & 14th St SW,01/01/2015 18:10,Constitution Ave & 2nd St NW/DOL,W01262,Casual
1803440,01/01/2015 17:55,Jefferson Memorial,01/01/2015 18:25,14th & Rhode Island Ave NW,W00647,Casual
889022,01/01/2015 17:55,Jefferson Dr & 14th St SW,01/01/2015 18:10,Constitution Ave & 2nd St NW/DOL,W21197,Casual
335044,01/01/2015 17:56,Iwo Jima Memorial/N Meade & 14th St N,01/01/2015 18:02,Iwo Jima Memorial/N Meade & 14th St N,W20487,Casual
1198086,01/01/2015 17:58,Georgia Ave and Fairmont St NW,01/01/2015 18:18,11th & H St NE,W21592,Registered
3780821,01/01/2015 17:59,17th & G St NW,01/01/2015 19:02,New York Ave & 15th St NW,W20911,Casual
622353,01/01/2015 17:59,21st & M St NW,01/01/2015 18:09,15th & P St NW,W00370,Registered
600474,01/01/2015 17:59,21st & M St NW,01/01/2015 18:09,15th & P St NW,W00970,Registered
481933,01/01/2015 17:59,Columbus Circle / Union Station,01/01/2015 18:07,3rd & G St SE,W20273,Registered
414203,01/01/2015 17:59,Park Rd & Holmead Pl NW,01/01/2015 18:06,9th & Upshur St NW,W21032,Registered
3714537,01/01/2015 18:00,17th & G St NW,01/01/2015 19:02,New York Ave & 15th St NW,W20686,Casual
194188,01/01/2015 18:00,Georgia & New Hampshire Ave NW,01/01/2015 18:03,14th St & Spring Rd NW,W21284,Registered
996208,01/01/2015 18:01,10th & E St NW,01/01/2015 18:18,17th & K St NW,W01151,Registered
280521,01/01/2015 18:02,Columbus Circle / Union Station,01/01/2015 18:06,6th & H St NE,W20562,Registered
3548268,01/01/2015 18:03,17th & G St NW,01/01/2015 19:02,New York Ave & 15th St NW,W00091,Casual
874110,01/01/2015 18:02,10th & U St NW,01/01/2015 18:17,California St & Florida Ave NW,W21322,Casual
3541981,01/01/2015 18:03,17th & G St NW,01/01/2015 19:02,New York Ave & 15th St NW,W21918,Casual
846005,01/01/2015 18:03,10th & U St NW,01/01/2015 18:17,California St & Florida Ave NW,W00233,Casual
203739,01/01/2015 18:02,4th & East Capitol St NE,01/01/2015 18:06,Eastern Market / 7th & North Carolina Ave SE,W00761,Registered
1593952,01/01/2015 18:03,15th & P St NW,01/01/2015 18:29,N Nelson St & Lee Hwy,W21182,Registered
775003,01/01/2015 18:03,1st & Rhode Island Ave NW,01/01/2015 18:16,8th & H St NW,W00565,Registered
706361,01/01/2015 18:04,Park Rd & Holmead Pl NW,01/01/2015 18:15,11th & M St NW,W20590,Registered
194372,01/01/2015 18:04,Columbus Circle / Union Station,01/01/2015 18:07,3rd & H St NE,W21636,Registered
459404,01/01/2015 18:07,3rd & H St NE,01/01/2015 18:14,13th & H St NE,W20810,Registered
425393,01/01/2015 18:07,7th & R St NW / Shaw Library,01/01/2015 18:14,14th & Belmont St NW,W01261,Registered
396487,01/01/2015 18:08,11th & Kenyon St NW,01/01/2015 18:14,10th & U St NW,W21396,Registered
214443,01/01/2015 18:08,Eastern Market Metro / Pennsylvania Ave & 7th St SE,01/01/2015 18:12,3rd & G St SE,W20754,Registered
1182922,01/01/2015 18:08,9th & Upshur St NW,01/01/2015 18:28,14th & R St NW,W00325,Registered
415418,01/01/2015 18:09,Park Rd & Holmead Pl NW,01/01/2015 18:16,14th & Upshur St NW,W20142,Registered
869180,01/01/2015 18:11,Constitution Ave & 2nd St NW/DOL,01/01/2015 18:25,1st & M St NE,W21197,Casual
822489,01/01/2015 18:11,Constitution Ave & 2nd St NW/DOL,01/01/2015 18:25,1st & M St NE,W00689,Casual
888738,01/01/2015 18:11,Bladensburg Rd & Benning Rd NE,01/01/2015 18:26,11th & F St NW,W21036,Casual
803173,01/01/2015 18:11,Constitution Ave & 2nd St NW/DOL,01/01/2015 18:25,1st & M St NE,W01262,Casual
641899,01/01/2015 18:11,15th & P St NW,01/01/2015 18:22,Massachusetts Ave & Dupont Circle NW,W21232,Registered
779940,01/01/2015 18:12,Constitution Ave & 2nd St NW/DOL,01/01/2015 18:25,1st & M St NE,W01022,Casual
826783,01/01/2015 18:11,Bladensburg Rd & Benning Rd NE,01/01/2015 18:25,10th & E St NW,W21928,Registered
721703,01/01/2015 18:12,3rd & H St NE,01/01/2015 18:24,11th & H St NE,W21636,Registered
192030,01/01/2015 18:13,22nd & I St NW / Foggy Bottom,01/01/2015 18:16,25th St & Pennsylvania Ave NW,W20997,Registered
325501,01/01/2015 18:14,Park Rd & Holmead Pl NW,01/01/2015 18:19,Columbia Rd & Georgia Ave NW,W00652,Registered
1072439,01/01/2015 18:14,16th & Harvard St NW,01/01/2015 18:32,7th & F St NW / National Portrait Gallery,W20828,Registered
1070430,01/01/2015 18:14,16th & Harvard St NW,01/01/2015 18:32,7th & F St NW / National Portrait Gallery,W21351,Registered
648237,01/01/2015 18:14,6th & Water St SW / SW Waterfront,01/01/2015 18:25,New York Ave & 15th St NW,W21370,Registered
277343,01/01/2015 18:14,22nd & I St NW / Foggy Bottom,01/01/2015 18:19,20th & O St NW / Dupont South,W21159,Registered
982028,01/01/2015 18:15,Wisconsin Ave & Newark St NW,01/01/2015 18:31,15th & Euclid St  NW,W20009,Registered
1574643,01/01/2015 18:16,Jefferson Memorial,01/01/2015 18:42,14th & G St NW,W01297,Casual
1044959,01/01/2015 18:15,11th & F St NW,01/01/2015 18:33,14th St & New York Ave NW,W00404,Casual
1565525,01/01/2015 18:16,Jefferson Memorial,01/01/2015 18:42,14th & G St NW,W21815,Casual
1602979,01/01/2015 18:16,22nd & I St NW / Foggy Bottom,01/01/2015 18:43,4th & M St SW,W21559,Registered
496632,01/01/2015 18:17,3rd & H St NE,01/01/2015 18:25,11th & H St NE,W00269,Casual
928660,01/01/2015 18:17,1st & M St NE,01/01/2015 18:32,11th & F St NW,W21179,Casual
875531,01/01/2015 18:17,10th & U St NW,01/01/2015 18:31,8th & F St NE,W00025,Registered
359535,01/01/2015 18:17,14th & Rhode Island Ave NW,01/01/2015 18:23,Massachusetts Ave & Dupont Circle NW,W21613,Registered
898095,01/01/2015 18:18,11th & F St NW,01/01/2015 18:33,14th St & New York Ave NW,W20067,Registered
186988,01/01/2015 18:18,7th & R St NW / Shaw Library,01/01/2015 18:21,14th & R St NW,W01009,Registered
2028928,01/01/2015 18:21,8th & D St NW,01/01/2015 18:55,Wisconsin Ave & O St NW,W20545,Casual
1680045,01/01/2015 18:18,17th & K St NW / Farragut Square,01/01/2015 18:46,4th & E St SW,W21446,Registered
1997627,01/01/2015 18:22,8th & D St NW,01/01/2015 18:55,Wisconsin Ave & O St NW,W00479,Casual
213148,01/01/2015 18:19,Bethesda Metro,01/01/2015 18:23,Norfolk & Rugby Ave,W20103,Registered
37981,01/01/2015 18:20,15th & L St NW,01/01/2015 18:20,15th & L St NW,W20856,Registered
2041965,01/01/2015 18:21,8th & D St NW,01/01/2015 18:55,Wisconsin Ave & O St NW,W00393,Casual
209590,01/01/2015 18:20,New Hampshire Ave & T St NW,01/01/2015 18:24,Massachusetts Ave & Dupont Circle NW,W21582,Registered
264427,01/01/2015 18:20,3rd & H St NE,01/01/2015 18:25,11th & H St NE,W00877,Casual
5958502,01/01/2015 18:20,17th & Corcoran St NW,01/01/2015 20:00,15th & P St NW,W00557,Registered
946761,01/01/2015 18:21,15th & L St NW,01/01/2015 18:37,Columbia Rd & Georgia Ave NW,W21244,Registered
719786,01/01/2015 18:21,19th & K St NW,01/01/2015 18:33,8th & D St NW,W00305,Registered
459508,01/01/2015 18:23,Eckington Pl & Q St NE,01/01/2015 18:30,3rd & H St NW,W20718,Registered
823896,01/01/2015 18:23,11th & Kenyon St NW,01/01/2015 18:36,3rd & Elm St NW,W00256,Registered
2335563,01/01/2015 18:23,12th & U St NW,01/01/2015 19:02,New Hampshire Ave & T St NW,W20780,Casual
2182576,01/01/2015 18:28,19th St & Pennsylvania Ave NW,01/01/2015 19:04,17th & G St NW,W00536,Casual
755584,01/01/2015 18:26,18th & M St NW,01/01/2015 18:38,Georgetown Harbor / 30th St NW,W01149,Registered
753870,01/01/2015 18:26,18th & M St NW,01/01/2015 18:38,Georgetown Harbor / 30th St NW,W20724,Registered
470524,01/01/2015 18:26,Lincoln Park / 13th & East Capitol St NE ,01/01/2015 18:34,3rd & H St NE,W21321,Registered
2158608,01/01/2015 18:28,19th St & Pennsylvania Ave NW,01/01/2015 19:04,17th & G St NW,W00207,Casual
1139418,01/01/2015 18:27,18th & R St NW,01/01/2015 18:46,Harvard St & Adams Mill Rd NW,W01207,Registered
1012709,01/01/2015 18:27,18th & R St NW,01/01/2015 18:44,Harvard St & Adams Mill Rd NW,W20245,Registered
948184,01/01/2015 18:27,11th & Kenyon St NW,01/01/2015 18:43,14th & Harvard St NW,W20981,Registered
2014478,01/01/2015 18:29,12th & U St NW,01/01/2015 19:02,New Hampshire Ave & T St NW,W21440,Casual
1124158,01/01/2015 18:27,Massachusetts Ave & Dupont Circle NW,01/01/2015 18:46,Connecticut Ave & Newark St NW / Cleveland Park,W20640,Registered
86556,01/01/2015 18:29,14th & Belmont St NW,01/01/2015 18:30,14th & V St NW,W01261,Registered
1019969,01/01/2015 18:29,Calvert St & Woodley Pl NW,01/01/2015 18:46,25th St & Pennsylvania Ave NW,W20924,Registered
292680,01/01/2015 18:29,15th & Euclid St  NW,01/01/2015 18:34,California St & Florida Ave NW,W20331,Registered
302025,01/01/2015 18:29,15th & Euclid St  NW,01/01/2015 18:34,California St & Florida Ave NW,W20747,Registered
468338,01/01/2015 18:29,20th & L St NW,01/01/2015 18:37,C & O Canal & Wisconsin Ave NW,W20779,Registered
150473,01/01/2015 18:29,California St & Florida Ave NW,01/01/2015 18:32,20th St & Florida Ave NW,W01025,Registered
212829,01/01/2015 18:30,15th & P St NW,01/01/2015 18:34,Thomas Circle,W00370,Registered
507165,01/01/2015 18:30,Washington & Independence Ave SW/HHS,01/01/2015 18:39,6th St & Indiana Ave NW,W01201,Registered
202693,01/01/2015 18:30,Georgia & New Hampshire Ave NW,01/01/2015 18:34,Columbia Rd & Georgia Ave NW,W20490,Registered
584495,01/01/2015 18:31,New Hampshire Ave & T St NW,01/01/2015 18:40,20th & E St NW,W21374,Registered
462008,01/01/2015 18:31,Washington & Independence Ave SW/HHS,01/01/2015 18:39,6th St & Indiana Ave NW,W00475,Registered
411402,01/01/2015 18:32,11th & M St NW,01/01/2015 18:39,New Jersey Ave & R St NW,W00017,Registered
584519,01/01/2015 18:33,17th & K St NW,01/01/2015 18:43,11th & F St NW,W01151,Registered
212028,01/01/2015 18:33,7th & R St NW / Shaw Library,01/01/2015 18:37,14th & R St NW,W20547,Registered
166580,01/01/2015 18:34,Virginia Square Metro / N Monroe St & 9th St N,01/01/2015 18:36,N Quincy St & Wilson Blvd,W00330,Registered
1266584,01/01/2015 18:34,14th St & New York Ave NW,01/01/2015 18:55,24th & N St NW,W00404,Casual
1011271,01/01/2015 18:34,4th & E St SW,01/01/2015 18:51,Florida Ave & R St NW,W00324,Registered
1247152,01/01/2015 18:34,14th St & New York Ave NW,01/01/2015 18:55,24th & N St NW,W20067,Registered
980195,01/01/2015 18:34,Metro Center / 12th & G St NW,01/01/2015 18:51,New Hampshire Ave & T St NW,W00904,Registered
474273,01/01/2015 18:34,Constitution Ave & 2nd St NW/DOL,01/01/2015 18:42,8th & H St NW,W20850,Registered
748796,01/01/2015 18:36,Columbia Rd & Georgia Ave NW,01/01/2015 18:49,New Jersey Ave & N St NW/Dunbar HS,W01449,Registered
870055,01/01/2015 18:36,L'Enfant Plaza / 7th & C St SW,01/01/2015 18:51,20th & E St NW,W20774,Registered
561217,01/01/2015 18:36,Clarendon Metro / Wilson Blvd & N Highland St,01/01/2015 18:46,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W21308,Registered
721860,01/01/2015 18:37,Columbia Rd & Georgia Ave NW,01/01/2015 18:49,New Jersey Ave & N St NW/Dunbar HS,W21648,Registered
1211303,01/01/2015 18:37,N Quincy St & Wilson Blvd,01/01/2015 18:57,Columbia Pike & S Walter Reed Dr,W00982,Registered
5552001,01/01/2015 18:37,17th & K St NW,01/01/2015 20:10,17th & K St NW,W00875,Casual
351925,01/01/2015 18:37,Lamont & Mt Pleasant NW,01/01/2015 18:43,Park Rd & Holmead Pl NW,W20426,Registered
152229,01/01/2015 18:38,14th & V St NW,01/01/2015 18:40,14th & Belmont St NW,W01261,Registered
243322,01/01/2015 18:38,15th & L St NW,01/01/2015 18:42,11th & K St NW,W00432,Registered
456752,01/01/2015 18:40,Jefferson Dr & 14th St SW,01/01/2015 18:48,Maryland & Independence Ave SW,W00380,Registered
441172,01/01/2015 18:40,Jefferson Dr & 14th St SW,01/01/2015 18:47,Maryland & Independence Ave SW,W20379,Registered
1290474,01/01/2015 18:40,M St & Pennsylvania Ave NW,01/01/2015 19:02,Park Rd & Holmead Pl NW,W00569,Registered
5342666,01/01/2015 18:41,17th & K St NW,01/01/2015 20:10,17th & K St NW,W01049,Casual
317316,01/01/2015 18:41,Columbus Circle / Union Station,01/01/2015 18:46,4th & East Capitol St NE,W21265,Registered
410421,01/01/2015 18:41,17th St & Massachusetts Ave NW,01/01/2015 18:48,18th St & Wyoming Ave NW,W00510,Registered
417251,01/01/2015 18:41,17th St & Massachusetts Ave NW,01/01/2015 18:48,18th St & Wyoming Ave NW,W01380,Registered
319937,01/01/2015 18:41,3rd & H St NW,01/01/2015 18:47,6th St & Indiana Ave NW,W20074,Registered
213335,01/01/2015 18:41,15th & K St NW,01/01/2015 18:45,14th & Rhode Island Ave NW,W20148,Registered
799248,01/01/2015 18:42,Union Market/6th St & Neal Pl NE,01/01/2015 18:56,12th & U St NW,W00481,Registered
296796,01/01/2015 18:43,1st & M St NE,01/01/2015 18:48,Eckington Pl & Q St NE,W01262,Registered
531955,01/01/2015 18:43,New Hampshire Ave & T St NW,01/01/2015 18:51,21st & M St NW,W21579,Registered
190321,01/01/2015 18:43,Lamont & Mt Pleasant NW,01/01/2015 18:46,Harvard St & Adams Mill Rd NW,W01168,Registered
60548,01/01/2015 18:43,Union Market/6th St & Neal Pl NE,01/01/2015 18:44,Union Market/6th St & Neal Pl NE,W00293,Registered
1406162,01/01/2015 18:43,Union Market/6th St & Neal Pl NE,01/01/2015 19:07,22nd & I St NW / Foggy Bottom,W21151,Registered
271591,01/01/2015 18:43,New Jersey Ave & R St NW,01/01/2015 18:48,Convention Center / 7th & M St NW,W20557,Registered
247769,01/01/2015 18:44,18th & M St NW,01/01/2015 18:48,15th & P St NW,W21894,Registered
1330711,01/01/2015 18:45,Union Market/6th St & Neal Pl NE,01/01/2015 19:07,22nd & I St NW / Foggy Bottom,W00105,Registered
637705,01/01/2015 18:45,Braddock Rd Metro,01/01/2015 18:56,Mount Vernon Ave & E Del Ray Ave,W01385,Registered
204984,01/01/2015 18:46,New Hampshire Ave & T St NW,01/01/2015 18:49,Massachusetts Ave & Dupont Circle NW,W01087,Registered
287052,01/01/2015 18:46,Alabama & MLK Ave SE,01/01/2015 18:51,Congress Heights Metro,W20091,Registered
459827,01/01/2015 18:46,3rd & H St NE,01/01/2015 18:54,15th & F St NE,W20014,Registered
432124,01/01/2015 18:46,4th & East Capitol St NE,01/01/2015 18:53,3rd & H St NE,W21919,Registered
263228,01/01/2015 18:48,17th & Corcoran St NW,01/01/2015 18:53,15th & P St NW,W21103,Registered
332027,01/01/2015 18:50,14th & Rhode Island Ave NW,01/01/2015 18:55,Convention Center / 7th & M St NW,W20148,Registered
330073,01/01/2015 18:50,14th & Rhode Island Ave NW,01/01/2015 18:56,Convention Center / 7th & M St NW,W20969,Registered
416471,01/01/2015 18:50,Potomac & Pennsylvania Ave SE,01/01/2015 18:57,3rd St & Pennsylvania Ave SE,W00685,Registered
268696,01/01/2015 18:51,7th & R St NW / Shaw Library,01/01/2015 18:55,1st & Rhode Island Ave NW,W21766,Registered
577089,01/01/2015 18:51,5th St & Massachusetts Ave NW,01/01/2015 19:00,4th & M St SW,W20173,Registered
667435,01/01/2015 18:52,14th & Belmont St NW,01/01/2015 19:03,11th & K St NW,W21236,Registered
182372,01/01/2015 18:52,7th & R St NW / Shaw Library,01/01/2015 18:55,14th & R St NW,W21421,Registered
563360,01/01/2015 18:53,11th & M St NW,01/01/2015 19:02,New Hampshire Ave & T St NW,W00390,Registered
556713,01/01/2015 18:54,15th & P St NW,01/01/2015 19:03,7th & T St NW,W20482,Registered
226374,01/01/2015 18:55,Fenton St & Gist Ave,01/01/2015 18:58,Fenton St & Ellsworth Dr ,W00359,Registered
285875,01/01/2015 18:55,Convention Center / 7th & M St NW,01/01/2015 19:00,New Jersey Ave & N St NW/Dunbar HS,W00576,Registered
216472,01/01/2015 18:55,King St & Patrick St,01/01/2015 18:59,Henry St & Pendleton St,W21131,Registered
170264,01/01/2015 18:55,25th St & Pennsylvania Ave NW,01/01/2015 18:58,22nd & I St NW / Foggy Bottom,W20924,Registered
257019,01/01/2015 18:55,Offutt Ln & Chevy Chase Dr,01/01/2015 19:00,Bethesda Metro,W01273,Registered
155960,01/01/2015 18:56,Wilson Blvd & N Uhle St,01/01/2015 18:58,Clarendon Blvd & Pierce St,W21649,Registered
156784,01/01/2015 18:56,24th & N St NW,01/01/2015 18:59,M St & Pennsylvania Ave NW,W00404,Casual
162381,01/01/2015 18:56,24th & N St NW,01/01/2015 18:59,M St & Pennsylvania Ave NW,W20067,Registered
265349,01/01/2015 18:56,Park Rd & Holmead Pl NW,01/01/2015 19:01,Lamont & Mt Pleasant NW,W20426,Registered
563236,01/01/2015 18:57,M St & Delaware Ave NE,01/01/2015 19:06,3rd & D St SE,W21620,Registered
1321537,01/01/2015 18:57,19th & L St NW,01/01/2015 19:19,15th St & Massachusetts Ave SE,W00337,Registered
471683,01/01/2015 18:57,Ballston Metro / N Stuart & 9th St N,01/01/2015 19:05,Barton St & 10th St N,W21662,Registered
175196,01/01/2015 18:57,Eastern Market Metro / Pennsylvania Ave & 7th St SE,01/01/2015 19:00,3rd & D St SE,W20415,Registered
279982,01/01/2015 18:58,Tenleytown / Wisconsin Ave & Albemarle St NW,01/01/2015 19:03,Connecticut & Nebraska Ave NW,W00095,Registered
284952,01/01/2015 18:58,Tenleytown / Wisconsin Ave & Albemarle St NW,01/01/2015 19:03,Connecticut & Nebraska Ave NW,W21480,Registered
400975,01/01/2015 18:59,20th & E St NW,01/01/2015 19:05,21st & M St NW,W20774,Registered
258127,01/01/2015 18:59,New Hampshire Ave & 24th St NW,01/01/2015 19:03,20th & O St NW / Dupont South,W21411,Registered
1011124,01/01/2015 18:59,14th & V St NW,01/01/2015 19:16,Eckington Pl & Q St NE,W00671,Registered
778830,01/01/2015 18:59,12th & U St NW,01/01/2015 19:12,10th & E St NW,W01359,Registered
781970,01/01/2015 18:59,12th & U St NW,01/01/2015 19:12,10th & E St NW,W21388,Registered
980741,01/01/2015 19:00,14th & V St NW,01/01/2015 19:16,Eckington Pl & Q St NE,W00735,Registered
98836,01/01/2015 19:01,14th & Belmont St NW,01/01/2015 19:02,14th & V St NW,W20669,Registered
120536,01/01/2015 19:01,Columbia Rd & Georgia Ave NW,01/01/2015 19:03,11th & Kenyon St NW,W00652,Registered
146553,01/01/2015 19:01,3rd & D St SE,01/01/2015 19:04,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W00100,Registered
654678,01/01/2015 19:01,Lee Hwy & N Cleveland St,01/01/2015 19:12,Virginia Square Metro / N Monroe St & 9th St N,W20741,Registered
799887,01/01/2015 19:02,Jefferson Memorial,01/01/2015 19:16,USDA / 12th & Independence Ave SW,W21659,Casual
520476,01/01/2015 19:03,1st & M St NE,01/01/2015 19:11,11th & K St NW,W00718,Casual
269994,01/01/2015 19:02,Columbus Circle / Union Station,01/01/2015 19:07,D St & Maryland Ave NE,W21315,Registered
768945,01/01/2015 19:03,Jefferson Memorial,01/01/2015 19:16,USDA / 12th & Independence Ave SW,W21783,Casual
735291,01/01/2015 19:03,Jefferson Memorial,01/01/2015 19:16,USDA / 12th & Independence Ave SW,W20943,Casual
511303,01/01/2015 19:03,1st & M St NE,01/01/2015 19:11,11th & K St NW,W21197,Registered
308014,01/01/2015 19:03,New York Ave & 15th St NW,01/01/2015 19:08,8th & H St NW,W01158,Registered
298264,01/01/2015 19:03,New York Ave & 15th St NW,01/01/2015 19:08,8th & H St NW,w00765,Registered
193734,01/01/2015 19:05,6th & H St NE,01/01/2015 19:08,11th & H St NE,W20562,Registered
3888,01/01/2015 19:06,Jefferson Dr & 14th St SW,01/01/2015 19:06,Jefferson Dr & 14th St SW,W20136,Registered
213946,01/01/2015 19:06,M St & Delaware Ave NE,01/01/2015 19:09,Gallaudet / 8th St & Florida Ave NE,W20564,Registered
136587,01/01/2015 19:07,14th & V St NW,01/01/2015 19:09,14th & Belmont St NW,W00331,Registered
1437609,01/01/2015 19:07,14th & R St NW,01/01/2015 19:31,Lincoln Park / 13th & East Capitol St NE ,W21840,Registered
913937,01/01/2015 19:07,1st & K St SE,01/01/2015 19:22,8th & F St NE,W00937,Registered
312567,01/01/2015 19:07,Eastern Market / 7th & North Carolina Ave SE,01/01/2015 19:12,14th & D St SE,W20297,Registered
214107,01/01/2015 19:08,4th & E St SW,01/01/2015 19:11,4th & M St SW,W20964,Registered
239448,01/01/2015 19:08,7th & R St NW / Shaw Library,01/01/2015 19:12,14th & Rhode Island Ave NW,W00769,Registered
688800,01/01/2015 19:08,Florida Ave & R St NW,01/01/2015 19:19,Rhode Island Ave Metro,W00924,Registered
200365,01/01/2015 19:09,5th & K St NW,01/01/2015 19:12,3rd & H St NW,W21228,Registered
359868,01/01/2015 19:09,3rd & H St NE,01/01/2015 19:15,4th & East Capitol St NE,W21919,Registered
502563,01/01/2015 19:10,Adams Mill & Columbia Rd NW,01/01/2015 19:18,Massachusetts Ave & Dupont Circle NW,W21473,Registered
500479,01/01/2015 19:10,Adams Mill & Columbia Rd NW,01/01/2015 19:18,Massachusetts Ave & Dupont Circle NW,W21117,Registered
320506,01/01/2015 19:11,8th & H St NW,01/01/2015 19:16,New Jersey Ave & N St NW/Dunbar HS,W00629,Registered
866390,01/01/2015 19:12,3rd & Elm St NW,01/01/2015 19:26,Harvard St & Adams Mill Rd NW,W00256,Registered
443110,01/01/2015 19:12,15th & Euclid St  NW,01/01/2015 19:19,14th & R St NW,W21553,Registered
263023,01/01/2015 19:13,26th & S Clark St,01/01/2015 19:17,Crystal City Metro / 18th & Bell St,W21420,Registered
545670,01/01/2015 19:13,11th & H St NE,01/01/2015 19:22,3rd & H St NE,W20139,Registered
553133,01/01/2015 19:13,11th & H St NE,01/01/2015 19:22,3rd & H St NE,W00269,Registered
168046,01/01/2015 19:13,Anacostia Metro,01/01/2015 19:16,Pleasant St & MLK Ave SE,W20650,Registered
145102,01/01/2015 19:13,Anacostia Metro,01/01/2015 19:16,Pleasant St & MLK Ave SE,W21278,Registered
379427,01/01/2015 19:15,Potomac & Pennsylvania Ave SE,01/01/2015 19:21,15th St & Massachusetts Ave SE,W01037,Registered
753962,01/01/2015 19:16,14th & R St NW,01/01/2015 19:28,Wisconsin Ave & O St NW,W20183,Registered
181899,01/01/2015 19:16,14th & Belmont St NW,01/01/2015 19:19,12th & U St NW,W20898,Registered
488908,01/01/2015 19:17,John McCormack Dr & Michigan Ave NE,01/01/2015 19:25,4th & W St NE,W21277,Registered
331156,01/01/2015 19:18,14th & Harvard St NW,01/01/2015 19:23,14th & V St NW,W20981,Registered
290327,01/01/2015 19:18,Henry St & Pendleton St,01/01/2015 19:23,Market Square / King St & Royal St,W01001,Registered
207733,01/01/2015 19:21,Eastern Market Metro / Pennsylvania Ave & 7th St SE,01/01/2015 19:24,4th & East Capitol St NE,W00100,Registered
359089,01/01/2015 19:21,3rd & H St NE,01/01/2015 19:27,5th St & Massachusetts Ave NW,W01407,Registered
736016,01/01/2015 19:23,19th & L St NW,01/01/2015 19:36,21st St & Pennsylvania Ave NW,W20914,Casual
754807,01/01/2015 19:23,19th & L St NW,01/01/2015 19:36,21st St & Pennsylvania Ave NW,W21733,Casual
516510,01/01/2015 19:23,8th & East Capitol St NE,01/01/2015 19:32,3rd & Tingey St SE,W00613,Registered
540700,01/01/2015 19:23,California St & Florida Ave NW,01/01/2015 19:32,14th & Rhode Island Ave NW,W01378,Registered
254326,01/01/2015 19:24,14th St & New York Ave NW,01/01/2015 19:28,7th & F St NW / National Portrait Gallery,W20048,Registered
213344,01/01/2015 19:24,Connecticut & Nebraska Ave NW,01/01/2015 19:28,Van Ness Metro / UDC,W00635,Registered
231469,01/01/2015 19:25,Park Rd & Holmead Pl NW,01/01/2015 19:28,16th & Harvard St NW,W00569,Registered
595182,01/01/2015 19:25,Wilson Blvd & N Uhle St,01/01/2015 19:35,Ballston Metro / N Stuart & 9th St N,W01292,Registered
481875,01/01/2015 19:27,11th & K St NW,01/01/2015 19:35,1st & M St NE,W00718,Casual
476327,01/01/2015 19:27,11th & K St NW,01/01/2015 19:35,1st & M St NE,W21197,Registered
265745,01/01/2015 19:28,Lincoln Park / 13th & East Capitol St NE ,01/01/2015 19:33,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W20731,Registered
598218,01/01/2015 19:28,Wisconsin Ave & O St NW,01/01/2015 19:38,Lynn & 19th St North,W20183,Registered
413554,01/01/2015 19:29,Columbia Rd & Georgia Ave NW,01/01/2015 19:36,7th & R St NW / Shaw Library,W01129,Registered
759225,01/01/2015 19:33,17th & G St NW,01/01/2015 19:45,New Hampshire Ave & T St NW,W00839,Registered
309036,01/01/2015 19:33,21st & M St NW,01/01/2015 19:38,23rd & E St NW ,W20709,Registered
1081235,01/01/2015 19:33,Columbus Circle / Union Station,01/01/2015 19:51,14th & V St NW,W00531,Registered
266280,01/01/2015 19:35,Park Rd & Holmead Pl NW,01/01/2015 19:39,Columbia Rd & Georgia Ave NW,W01243,Registered
576995,01/01/2015 19:35,3rd & G St SE,01/01/2015 19:44,8th & F St NE,W00246,Registered
272593,01/01/2015 19:36,15th & P St NW,01/01/2015 19:40,17th & Corcoran St NW,W21103,Registered
346364,01/01/2015 19:36,M St & Pennsylvania Ave NW,01/01/2015 19:41,24th & N St NW,W20067,Registered
436846,01/01/2015 19:36,Massachusetts Ave & Dupont Circle NW,01/01/2015 19:43,14th & Rhode Island Ave NW,W21613,Registered
321841,01/01/2015 19:36,M St & Pennsylvania Ave NW,01/01/2015 19:42,24th & N St NW,W00404,Casual
1173268,01/01/2015 19:40,New Hampshire Ave & 24th St NW,01/01/2015 19:59,C & O Canal & Wisconsin Ave NW,W00905,Casual
1581179,01/01/2015 19:40,Adams Mill & Columbia Rd NW,01/01/2015 20:06,5th & K St NW,W21409,Registered
262872,01/01/2015 19:40,M St & Delaware Ave NE,01/01/2015 19:45,Columbus Circle / Union Station,W20655,Registered
397870,01/01/2015 19:40,3rd & G St SE,01/01/2015 19:47,Potomac & Pennsylvania Ave SE,W00698,Registered
1113183,01/01/2015 19:41,New Hampshire Ave & 24th St NW,01/01/2015 20:00,C & O Canal & Wisconsin Ave NW,W01030,Casual
1029747,01/01/2015 19:42,New Hampshire Ave & 24th St NW,01/01/2015 19:59,C & O Canal & Wisconsin Ave NW,W20017,Casual
399530,01/01/2015 19:41,15th & Euclid St  NW,01/01/2015 19:48,17th & Corcoran St NW,W20968,Registered
715065,01/01/2015 19:42,12th & L St NW,01/01/2015 19:54,4th & M St SW,W20767,Registered
471941,01/01/2015 19:42,22nd & I St NW / Foggy Bottom,01/01/2015 19:50,18th St & Wyoming Ave NW,W20924,Registered
520360,01/01/2015 19:43,Fairfax Dr & Kenmore St,01/01/2015 19:52,Court House Metro / 15th & N Uhle St ,W01319,Registered
